"1168546469919502338","b'RT @CPFalcone: ""When we are in emotional pain, it can be easy to surround ourselves with people who will commiserate with us. It is a catha\xe2\x80\xa6'","loss"
"1168546406904160259","b'It\xe2\x80\x99s my mission, Kyle says, It\xe2\x80\x99s not about making big bucks \xe2\x80\x93 that\xe2\x80\x99s what the rest of the #weight #loss industry do\xe2\x80\xa6 https://t.co/GFDPYgMph3'","loss"
"1168545235942592512","b'RT @DanielsWeek1: 1Cor 3\n#Fire will #Test what #Sort of #Work ea 1 has #Done. If the Work that #anyone has #Built on the #Foundation #Survi\xe2\x80\xa6'","loss"
"1168544919474098178","b'RT@Amazng_Authors SAYING THE RIGHT THING is stunningly fresh perespective on a very old topic--grief \xe2\x9e\xa1\xe2\x80\xa6 https://t.co/YB0IZmrdjM'","loss"
"1168541661082849282","b""'Missing You' - Visit https://t.co/7gXjkKbxIn for prints &amp; more products available now @society6 #art #mixedmedia\xe2\x80\xa6 https://t.co/zkNlXqlPDq""","loss"
"1168540445644918784","b'missing you https://t.co/IO1pfnHMdF #poetry #Alz #dementia #care #grief #loss #life #hope'","loss"
"1168538440083750919","b'RT @maryanne_pope: ""There is no love which does not become help."" - Paul Tillich https://t.co/Ghpb8Qg1Qp #grief #loss https://t.co/faJvDFlY\xe2\x80\xa6'","loss"
"1168538167944916993","b'I think I\xe2\x80\x99d rather have never loved at all than loved and lost because #love was fun for a season but #loss was hard for two'","loss"
"1168537959869497344","b'""There is no love which does not become help."" - Paul Tillich https://t.co/Ghpb8Qg1Qp #grief #loss https://t.co/faJvDFlY6O'","loss"
"1168527254869049344","b'RT @OurClassCeeLife: The story of losing seven family members in 26 months and how it inspired me to literally try to drive the grief away\xe2\x80\xa6'","loss"
"1168525844308025344","b'htlifeandstyle ""People on #weight #loss plans often experience lapses, which can prevent successful weight loss or\xe2\x80\xa6 https://t.co/pDYBGcAZDx'","loss"
"1168524697425854464","b'We hope you have an enjoyable &amp; relaxing Labor Day! #laborday #grief #support #widow #widower #loss https://t.co/DPLcttiIIN'","loss"
"1168524593964843009","b'People on #weight #loss plans often experience lapses, which can prevent successful weight loss or even lead to wei\xe2\x80\xa6 https://t.co/Ii4ZsZlxlZ'","loss"
"1168519817722245120","b'RT @MarthaPerezBook: #MyBelovedSon \nBased on a #truestory\nThere is nothing greater than a parents love for their child.  #tears #Loss #love\xe2\x80\xa6'","loss"
"1168517449312026624","b'RT @MarthaPerezBook: #MyBelovedSon \nBased on a #truestory\nThere is nothing greater than a parents love for their child.  #tears #Loss #love\xe2\x80\xa6'","loss"
"1168514162777042944","b""RT @EmilyJPH: Talking about child loss is uncomfortable, but it doesn't have to be. https://t.co/yS8UCxSRtg #childloss #loss #grief""","loss"
"1168513095473537024","b'""If nothing ever changed there would be no butterflies\xe2\x80\x9d \nTo Learn More please visit the following link to Centering\xe2\x80\xa6 https://t.co/vVf0kzmCZB'","loss"
